https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UST,Volume ADA
1740700800000,2025-02-28 00:00:00,ADA/UST,0.64531,0.64643,0.58208,0.6336,619228.8346916834,977318.23657147
1740614400000,2025-02-27 00:00:00,ADA/UST,0.64992,0.67943,0.62673,0.64559,418785.3243353751,648686.20073944
1740528000000,2025-02-26 00:00:00,ADA/UST,0.68288,0.69531,0.63183,0.64739,596285.9231798596,921061.37441088
1740441600000,2025-02-25 00:00:00,ADA/UST,0.68453,0.69434,0.63245,0.68127,892253.2006666324,1309691.01922385
1740355200000,2025-02-24 00:00:00,ADA/UST,0.76922,0.77745,0.67046,0.6815,519556.5144222204,762371.99475014
1740268800000,2025-02-23 00:00:00,ADA/UST,0.77292,0.78648,0.75974,0.76713,267864.8248111867,349177.87703673
1740182400000,2025-02-22 00:00:00,ADA/UST,0.75735,0.78397,0.75735,0.77422,207587.12362161235,268124.20710084
1740096000000,2025-02-21 00:00:00,ADA/UST,0.80313,0.81814,0.75304,0.76161,286159.5133399309,375729.72169474
1740009600000,2025-02-20 00:00:00,ADA/UST,0.77329,0.80987,0.77265,0.80342,174557.2895438292,217267.79211848
1739923200000,2025-02-19 00:00:00,ADA/UST,0.75641,0.77538,0.73273,0.77324,430129.5398599212,556269.12712731
1739836800000,2025-02-18 00:00:00,ADA/UST,0.80889,0.81229,0.73662,0.75153,517239.2466790364,688248.30236855
1739750400000,2025-02-17 00:00:00,ADA/UST,0.7744,0.82888,0.77308,0.80851,733280.3563530155,906952.7357151001
1739664000000,2025-02-16 00:00:00,ADA/UST,0.77985,0.78821,0.7631,0.77435,166958.11120552002,215610.6556538
1739577600000,2025-02-15 00:00:00,ADA/UST,0.7995,0.81417,0.77555,0.78153,147215.30372011496,188368.07764272002
1739491200000,2025-02-14 00:00:00,ADA/UST,0.81056,0.82893,0.79052,0.79995,353070.29136296286,441365.44954430003
1739404800000,2025-02-13 00:00:00,ADA/UST,0.79585,0.829,0.77,0.80495,249786.70284887071,310313.31492499
1739318400000,2025-02-12 00:00:00,ADA/UST,0.7837,0.80503,0.74705,0.79168,539996.4245722293,682089.25900898
1739232000000,2025-02-11 00:00:00,ADA/UST,0.71187,0.81915,0.71187,0.77888,1036991.7407164089,1331388.32774806
1739145600000,2025-02-10 00:00:00,ADA/UST,0.68449,0.7252,0.66469,0.70768,256245.9518729739,362092.96839387
1739059200000,2025-02-09 00:00:00,ADA/UST,0.70036,0.71106,0.651,0.68178,198226.84707166025,290748.99098193
1738972800000,2025-02-08 00:00:00,ADA/UST,0.70651,0.71783,0.6863,0.70194,138407.64160824145,197178.73551620002
1738886400000,2025-02-07 00:00:00,ADA/UST,0.71283,0.75087,0.69077,0.69323,196117.56074118384,282904.03003503
1738800000000,2025-02-06 00:00:00,ADA/UST,0.73716,0.76291,0.7,0.7,278009.04097092,397155.77281560004
1738713600000,2025-02-05 00:00:00,ADA/UST,0.74151,0.77324,0.72465,0.73299,378623.9947532143,516547.28543802
1738627200000,2025-02-04 00:00:00,ADA/UST,0.81571,0.81863,0.71746,0.74779,591519.9808325302,791024.19239697
1738540800000,2025-02-03 00:00:00,ADA/UST,0.80396,0.82207,0.50716,0.81129,2435198.3564152215,3001637.33857834
1738454400000,2025-02-02 00:00:00,ADA/UST,0.89334,0.9087,0.75555,0.80338,1712024.9673917135,2131027.61755547
1738368000000,2025-02-01 00:00:00,ADA/UST,0.94188,0.95295,0.88789,0.89624,211196.16608253022,235646.88708664
1738281600000,2025-01-31 00:00:00,ADA/UST,0.95889,0.9833,0.93561,0.94222,142991.04220361184,151759.71875317002
1738195200000,2025-01-30 00:00:00,ADA/UST,0.9407,0.98573,0.93883,0.96223,629710.2967819112,654428.04400394
1738108800000,2025-01-29 00:00:00,ADA/UST,0.921,0.96029,0.90186,0.93989,486240.6097764374,517337.78397093
1738022400000,2025-01-28 00:00:00,ADA/UST,0.93867,0.96863,0.90408,0.91286,323472.65365409164,354350.78068279
1737936000000,2025-01-27 00:00:00,ADA/UST,0.95,0.95577,0.85809,0.932,872370.4144980332,936019.7580451
1737849600000,2025-01-26 00:00:00,ADA/UST,0.97518,0.9988,0.95353,0.95389,213635.37809558146,223962.27876965
1737763200000,2025-01-25 00:00:00,ADA/UST,0.96745,0.99158,0.96673,0.979,131366.26953213435,134184.13639646
1737676800000,2025-01-24 00:00:00,ADA/UST,0.98563,1.01,0.96565,0.97261,222087.1435910959,228341.41494647998
1737590400000,2025-01-23 00:00:00,ADA/UST,0.98091,1.0088,0.95271,0.98785,344559.51587523404,348797.40433794
1737504000000,2025-01-22 00:00:00,ADA/UST,1.0109,1.0175,0.97778,0.97935,352487.35612302844,359919.69788434
1737417600000,2025-01-21 00:00:00,ADA/UST,1.0121,1.0274,0.95211,1.0001,2066065.521554756,2065858.93566119
1737331200000,2025-01-20 00:00:00,ADA/UST,0.99309,1.1009,0.96159,1.009,3423152.0510418573,3392618.48467974
1737244800000,2025-01-19 00:00:00,ADA/UST,1.1002,1.1497,0.96505,0.99415,2683122.213077076,2698910.84149985
1737158400000,2025-01-18 00:00:00,ADA/UST,1.1356,1.1451,1.0479,1.1,1598997.8374340632,1453634.39766733
1737072000000,2025-01-17 00:00:00,ADA/UST,1.0945,1.1634,1.0918,1.134,1622116.229429198,1430437.59208924
1736985600000,2025-01-16 00:00:00,ADA/UST,1.0785,1.1453,1.0281,1.091,2125886.9660658366,1948567.33828216
1736899200000,2025-01-15 00:00:00,ADA/UST,0.99647,1.089,0.98738,1.0752,1718903.738304593,1598682.79232198
1736812800000,2025-01-14 00:00:00,ADA/UST,0.94341,1.008,0.9406,0.99331,572591.7339905208,576448.17226296
1736726400000,2025-01-13 00:00:00,ADA/UST,0.96767,0.989,0.87773,0.94412,857649.0720403763,908411.08337963
1736640000000,2025-01-12 00:00:00,ADA/UST,0.99471,1.034,0.9615,0.96592,224706.21576697208,232634.39598204
1736553600000,2025-01-11 00:00:00,ADA/UST,0.93045,1.0125,0.91643,0.9944,272620.79474053776,274156.0687254
1736467200000,2025-01-10 00:00:00,ADA/UST,0.90865,0.97183,0.907,0.93525,462927.43977372587,494977.21440655
1736380800000,2025-01-09 00:00:00,ADA/UST,0.94752,0.96,0.88225,0.905,949755.8694144107,1049453.99935294
1736294400000,2025-01-08 00:00:00,ADA/UST,0.98908,1.0237,0.9088,0.94725,1159966.92608591,1224562.60341611
1736208000000,2025-01-07 00:00:00,ADA/UST,1.093,1.1504,0.98906,0.98995,1997917.0380167454,2018199.94748901
1736121600000,2025-01-06 00:00:00,ADA/UST,1.0933,1.1151,1.0621,1.0929,1162212.080987172,1063420.3321321
1736035200000,2025-01-05 00:00:00,ADA/UST,1.0676,1.1104,1.0514,1.0951,2272093.416299876,2074781.67865937
1735948800000,2025-01-04 00:00:00,ADA/UST,1.0955,1.1145,1.0571,1.0702,884166.5869749755,826169.4888572
1735862400000,2025-01-03 00:00:00,ADA/UST,0.9688,1.118,0.96203,1.0935,2733481.7062978554,2499754.64682017
1735776000000,2025-01-02 00:00:00,ADA/UST,0.92251,0.9831,0.92251,0.96171,665135.9861971461,691618.04098652
1735689600000,2025-01-01 00:00:00,ADA/UST,0.85127,0.933,0.83993,0.92166,607531.2038785476,659170.63112053
1735603200000,2024-12-31 00:00:00,ADA/UST,0.86012,0.87784,0.84135,0.84758,197067.26287286726,232505.79635299
1735516800000,2024-12-30 00:00:00,ADA/UST,0.85748,0.9044,0.83023,0.85959,554990.4667689833,645645.55982385
1735430400000,2024-12-29 00:00:00,ADA/UST,0.88932,0.91045,0.85271,0.86094,576508.916277954,669627.28677719
1735344000000,2024-12-28 00:00:00,ADA/UST,0.87732,0.89611,0.86665,0.88881,206690.52273900935,232547.47666994
1735257600000,2024-12-27 00:00:00,ADA/UST,0.86219,0.91365,0.85684,0.87556,281589.64636160707,321610.90771804
1735171200000,2024-12-26 00:00:00,ADA/UST,0.91764,0.92674,0.85157,0.8602,606374.0041179883,704922.11592419
1735084800000,2024-12-25 00:00:00,ADA/UST,0.93571,0.94,0.90004,0.91703,415257.90155328414,452829.13487376
1734998400000,2024-12-24 00:00:00,ADA/UST,0.92584,0.9501,0.8947,0.93604,1130357.6347590482,1207595.43904005
1734912000000,2024-12-23 00:00:00,ADA/UST,0.87691,0.94285,0.86273,0.92515,790341.9346199069,854285.18037065
1734825600000,2024-12-22 00:00:00,ADA/UST,0.90505,0.92087,0.86,0.882,729589.818636068,827199.34085722
1734739200000,2024-12-21 00:00:00,ADA/UST,0.95145,0.9965,0.88648,0.90481,919085.6880525401,1015777.55335655
1734652800000,2024-12-20 00:00:00,ADA/UST,0.88163,0.95911,0.76397,0.95139,2691225.0075992136,2828729.55107707
1734566400000,2024-12-19 00:00:00,ADA/UST,0.96681,0.98892,0.84987,0.89031,2147112.461382632,2411645.90017256
1734480000000,2024-12-18 00:00:00,ADA/UST,1.0568,1.058,0.958,0.96632,1965578.731211588,2034086.7737515399
1734393600000,2024-12-17 00:00:00,ADA/UST,1.0722,1.1086,1.044,1.0535,373486.9061885628,354520.08181164
1734307200000,2024-12-16 00:00:00,ADA/UST,1.1014,1.12,1.05,1.08,811409.0173041817,751304.64565202
1734220800000,2024-12-15 00:00:00,ADA/UST,1.0584,1.1116,1.04,1.0983,511117.65767022246,465371.62675974
1734134400000,2024-12-14 00:00:00,ADA/UST,1.1222,1.1311,1.046,1.059,453185.85628353956,427937.54134423
1734048000000,2024-12-13 00:00:00,ADA/UST,1.1222,1.1272,1.0774,1.122,955592.4745281513,851686.69744042
1733961600000,2024-12-12 00:00:00,ADA/UST,1.0819,1.1807,1.0775,1.1251,1696921.3002419588,1508240.42328856
1733875200000,2024-12-11 00:00:00,ADA/UST,1.0209,1.1126,0.97273,1.0863,1856959.8133313009,1709435.5273233
1733788800000,2024-12-10 00:00:00,ADA/UST,1.0001,1.0371,0.91247,1.0229,4710925.105918042,4605460.07030799
1733702400000,2024-12-09 00:00:00,ADA/UST,1.1924,1.1924,0.9,1.0073,2824389.4176986176,2803920.79588863
1733616000000,2024-12-08 00:00:00,ADA/UST,1.2096,1.2226,1.1737,1.1947,985091.1109136164,824551.02612674
1733529600000,2024-12-07 00:00:00,ADA/UST,1.2243,1.2359,1.1883,1.2138,1462273.520137301,1204707.13473167
1733443200000,2024-12-06 00:00:00,ADA/UST,1.1577,1.2362,1.1339,1.2283,1028211.1086404327,837100.9595704899
1733356800000,2024-12-05 00:00:00,ADA/UST,1.1864,1.2397,1.1174,1.1639,1864175.1928357892,1601662.6796424
1733270400000,2024-12-04 00:00:00,ADA/UST,1.1903,1.2405,1.142,1.1864,2114979.3942816635,1782686.61014975
1733184000000,2024-12-03 00:00:00,ADA/UST,1.2048,1.3244,1.141,1.1898,3852595.13859503,3238019.11127503
1733097600000,2024-12-02 00:00:00,ADA/UST,1.1466,1.24,1.06,1.2063,3248290.3452541926,2692771.57030108
1733011200000,2024-12-01 00:00:00,ADA/UST,1.0775,1.1622,1.0383,1.1542,1700970.0572792343,1473722.10819549
1732924800000,2024-11-30 00:00:00,ADA/UST,1.0731,1.1474,1.0515,1.0791,1450289.9634297732,1343981.06146768
1732838400000,2024-11-29 00:00:00,ADA/UST,1.0295,1.0949,1.0292,1.0754,1450411.3414023083,1348718.00390767
1732752000000,2024-11-28 00:00:00,ADA/UST,1.0113,1.0468,0.97,1.0316,1334142.3035546818,1293274.81926588
1732665600000,2024-11-27 00:00:00,ADA/UST,0.95994,1.04,0.93453,1.0127,4040469.967203845,3989799.51338387
1732579200000,2024-11-26 00:00:00,ADA/UST,0.94207,0.9887,0.8736,0.96509,1985118.5753531014,2056925.85702173
1732492800000,2024-11-25 00:00:00,ADA/UST,1.0212,1.0765,0.92923,0.94231,2040267.418971631,2165176.44827247
1732406400000,2024-11-24 00:00:00,ADA/UST,1.0657,1.0971,0.94111,1.0217,3826320.2493686015,3745052.60777978
1732320000000,2024-11-23 00:00:00,ADA/UST,1.019,1.1502,1.0189,1.0654,4779219.855858546,4485845.55646569
1732233600000,2024-11-22 00:00:00,ADA/UST,0.82355,1.0438,0.8133,1.0164,5021895.965750399,4940865.76716883
1732147200000,2024-11-21 00:00:00,ADA/UST,0.79886,0.82319,0.76688,0.82093,2318586.785468998,2824341.64358593
1732060800000,2024-11-20 00:00:00,ADA/UST,0.73843,0.84551,0.73828,0.79769,4152901.319869913,5206159.43520655
1731974400000,2024-11-19 00:00:00,ADA/UST,0.73217,0.76247,0.72154,0.73829,1640383.8897250688,2221869.30572684
1731888000000,2024-11-18 00:00:00,ADA/UST,0.70199,0.78275,0.70061,0.73361,2058489.9292029408,2805973.1045145798
1731801600000,2024-11-17 00:00:00,ADA/UST,0.74642,0.77271,0.69204,0.70222,3999876.9724027505,5696045.35957784
1731715200000,2024-11-16 00:00:00,ADA/UST,0.70602,0.82024,0.70212,0.73934,9539306.452406097,12902462.26689493
1731628800000,2024-11-15 00:00:00,ADA/UST,0.57883,0.70674,0.57526,0.70536,8142934.921719115,11544367.30424055
1731542400000,2024-11-14 00:00:00,ADA/UST,0.57739,0.6,0.54208,0.58017,3035970.8102605813,5232898.65084472
1731456000000,2024-11-13 00:00:00,ADA/UST,0.57133,0.61,0.5223,0.57852,3289135.904364452,5685431.62615718
1731369600000,2024-11-12 00:00:00,ADA/UST,0.59861,0.65358,0.55575,0.57142,1980247.145010737,3465484.48603608
1731283200000,2024-11-11 00:00:00,ADA/UST,0.58821,0.62403,0.56567,0.6118,2013376.0605781612,3290905.62369755
1731196800000,2024-11-10 00:00:00,ADA/UST,0.49729,0.6575,0.48883,0.58989,4119756.54834741,6983940.3081039
1731110400000,2024-11-09 00:00:00,ADA/UST,0.44491,0.4983,0.42787,0.49729,1119650.4209790747,2251503.99360348
1731024000000,2024-11-08 00:00:00,ADA/UST,0.40718,0.45859,0.4048,0.44281,2042293.4496822332,4612121.33800554
1730937600000,2024-11-07 00:00:00,ADA/UST,0.36378,0.40699,0.36208,0.40699,1428654.50490381,3510293.87676309
1730851200000,2024-11-06 00:00:00,ADA/UST,0.33384,0.36604,0.33384,0.36321,775890.8867760593,2136204.63857289
1730764800000,2024-11-05 00:00:00,ADA/UST,0.32602,0.33816,0.32602,0.33315,211729.78649205968,635538.90587441
1730678400000,2024-11-04 00:00:00,ADA/UST,0.33356,0.33597,0.32051,0.3259,276452.9394492248,848275.35885003
1730592000000,2024-11-03 00:00:00,ADA/UST,0.34825,0.34825,0.32785,0.33488,269585.3448723212,805020.73839083
1730505600000,2024-11-02 00:00:00,ADA/UST,0.35844,0.36396,0.34549,0.34817,289302.6874277656,830923.6505953
1730419200000,2024-11-01 00:00:00,ADA/UST,0.3417,0.36195,0.33487,0.35708,292436.83347188745,818967.27196115
1730332800000,2024-10-31 00:00:00,ADA/UST,0.35701,0.3612,0.34061,0.34235,195201.76651537028,570181.87970022
1730246400000,2024-10-30 00:00:00,ADA/UST,0.35736,0.36392,0.35108,0.35482,233272.00553441016,657437.58957897
1730160000000,2024-10-29 00:00:00,ADA/UST,0.34367,0.3565,0.34367,0.35608,197369.42693246345,554283.9444295199
1730073600000,2024-10-28 00:00:00,ADA/UST,0.34086,0.34802,0.332,0.34365,247187.4904723041,719300.13232156
1729987200000,2024-10-27 00:00:00,ADA/UST,0.33317,0.34212,0.33093,0.34014,205858.07276598839,605215.71342973
1729900800000,2024-10-26 00:00:00,ADA/UST,0.32442,0.33426,0.32118,0.33391,140089.37570846354,419542.31891367
1729814400000,2024-10-25 00:00:00,ADA/UST,0.34704,0.34704,0.31465,0.32599,544462.7128881649,1670182.25371381
1729728000000,2024-10-24 00:00:00,ADA/UST,0.34944,0.35487,0.33991,0.34626,313963.9390462479,906728.8715019
1729641600000,2024-10-23 00:00:00,ADA/UST,0.36489,0.36917,0.34271,0.35039,320238.0648690865,913947.50098201
1729555200000,2024-10-22 00:00:00,ADA/UST,0.36249,0.36783,0.35675,0.3638,363073.695590317,998003.5612708
1729468800000,2024-10-21 00:00:00,ADA/UST,0.36505,0.37274,0.35387,0.36132,320467.3877738761,886935.09292006
1729382400000,2024-10-20 00:00:00,ADA/UST,0.35194,0.36581,0.3486,0.36516,172765.8399335866,473123.67163322
1729296000000,2024-10-19 00:00:00,ADA/UST,0.35077,0.35682,0.34957,0.35162,76790.4320773222,218390.3989458
1729209600000,2024-10-18 00:00:00,ADA/UST,0.34365,0.35252,0.34302,0.35073,260653.1320685978,743173.18754768
1729123200000,2024-10-17 00:00:00,ADA/UST,0.35256,0.3541,0.33987,0.34308,373417.6110986618,1088427.22134389
1729036800000,2024-10-16 00:00:00,ADA/UST,0.35921,0.36137,0.35128,0.35209,271925.1556829468,772317.17936592
1728950400000,2024-10-15 00:00:00,ADA/UST,0.36475,0.37046,0.3484,0.35913,296569.4283206824,825799.65004506
1728864000000,2024-10-14 00:00:00,ADA/UST,0.34871,0.36553,0.34358,0.36349,298172.6951992439,820305.08459447
1728777600000,2024-10-13 00:00:00,ADA/UST,0.35376,0.3594,0.34438,0.34889,124683.40341540599,357371.6742108
1728691200000,2024-10-12 00:00:00,ADA/UST,0.3517,0.35617,0.35149,0.3532,47581.94301842564,134716.7129627
1728604800000,2024-10-11 00:00:00,ADA/UST,0.33959,0.35449,0.33872,0.35104,224771.844474643,640302.6563202
1728518400000,2024-10-10 00:00:00,ADA/UST,0.33831,0.34181,0.33157,0.33862,192032.85997796702,567104.30564635
1728432000000,2024-10-09 00:00:00,ADA/UST,0.34517,0.34781,0.33475,0.33922,277389.9597842132,817728.78893996
1728345600000,2024-10-08 00:00:00,ADA/UST,0.35172,0.35703,0.34218,0.34474,301664.67625599843,875049.82379764
1728259200000,2024-10-07 00:00:00,ADA/UST,0.35815,0.36816,0.35069,0.35139,290683.4639865471,827238.86276373
1728172800000,2024-10-06 00:00:00,ADA/UST,0.35091,0.35805,0.34811,0.35776,193452.31086749863,540732.08538545
1728086400000,2024-10-05 00:00:00,ADA/UST,0.35194,0.35552,0.34623,0.35068,99973.46663733943,285084.59746019
1728000000000,2024-10-04 00:00:00,ADA/UST,0.34594,0.35608,0.34326,0.35152,311652.45902331383,886585.2839762
1727913600000,2024-10-03 00:00:00,ADA/UST,0.34343,0.34931,0.332,0.34478,318447.9663803725,923626.56296877
1727827200000,2024-10-02 00:00:00,ADA/UST,0.35195,0.36248,0.33613,0.34388,192095.58861608373,558612.27351426
1727740800000,2024-10-01 00:00:00,ADA/UST,0.37332,0.38578,0.34211,0.35218,234636.57570946342,666240.48983322
1727654400000,2024-09-30 00:00:00,ADA/UST,0.39548,0.39548,0.37154,0.37348,179597.25604083168,480875.16343802
1727568000000,2024-09-29 00:00:00,ADA/UST,0.39936,0.40414,0.39269,0.3976,124061.88610088889,312026.87651129
1727481600000,2024-09-28 00:00:00,ADA/UST,0.4016,0.40605,0.39372,0.40112,65198.84203051661,162541.98751126
1727395200000,2024-09-27 00:00:00,ADA/UST,0.40138,0.41387,0.4,0.40233,51167.032424377336,127176.77633877
1727308800000,2024-09-26 00:00:00,ADA/UST,0.38112,0.40337,0.3787,0.4008,196983.88124647355,491476.74961695
1727222400000,2024-09-25 00:00:00,ADA/UST,0.38774,0.39381,0.37923,0.37964,372685.2920228058,981680.78185335
1727136000000,2024-09-24 00:00:00,ADA/UST,0.36375,0.39135,0.35911,0.3877,371040.0638111484,957028.7949733
1727049600000,2024-09-23 00:00:00,ADA/UST,0.35147,0.36605,0.34669,0.36363,501777.21897764684,1379911.50063979
1726963200000,2024-09-22 00:00:00,ADA/UST,0.35901,0.35918,0.34371,0.35173,110064.95994923585,312924.57268142
1726876800000,2024-09-21 00:00:00,ADA/UST,0.35225,0.3598,0.3507,0.35838,94553.320246279,263835.37096456
1726790400000,2024-09-20 00:00:00,ADA/UST,0.35103,0.36113,0.34918,0.35177,261866.3553326968,744424.92348039
1726704000000,2024-09-19 00:00:00,ADA/UST,0.34587,0.35633,0.34586,0.35108,400121.863319442,1139688.57046668
1726617600000,2024-09-18 00:00:00,ADA/UST,0.33281,0.3429,0.3275,0.3429,648470.5790758306,1891136.13028822
1726531200000,2024-09-17 00:00:00,ADA/UST,0.33028,0.34296,0.32882,0.33384,489538.1094496368,1466385.4225067
1726444800000,2024-09-16 00:00:00,ADA/UST,0.33846,0.33846,0.32713,0.33102,245552.34741178504,741805.17011596
1726358400000,2024-09-15 00:00:00,ADA/UST,0.35405,0.35622,0.33569,0.33842,518556.61791570607,1532287.15181049
1726272000000,2024-09-14 00:00:00,ADA/UST,0.36072,0.36165,0.35152,0.35417,443078.6295967958,1251033.76795549
1726185600000,2024-09-13 00:00:00,ADA/UST,0.35691,0.36502,0.35086,0.36071,399163.0385149516,1106603.74959095
1726099200000,2024-09-12 00:00:00,ADA/UST,0.35556,0.36078,0.35213,0.35627,324158.985821263,909868.87984187
1726012800000,2024-09-11 00:00:00,ADA/UST,0.34304,0.35691,0.3304,0.35262,255838.375999967,725535.63609542
1725926400000,2024-09-10 00:00:00,ADA/UST,0.34324,0.34552,0.3379,0.3435,170167.93699709783,495394.28528994997
1725840000000,2024-09-09 00:00:00,ADA/UST,0.3394,0.34916,0.33833,0.34366,213653.17935087724,621699.29392678
1725753600000,2024-09-08 00:00:00,ADA/UST,0.32543,0.34079,0.32402,0.33849,355189.9156156913,1049336.51102157
1725667200000,2024-09-07 00:00:00,ADA/UST,0.31477,0.32753,0.31477,0.32543,343940.67169362353,1056880.6554209
1725580800000,2024-09-06 00:00:00,ADA/UST,0.32507,0.33165,0.305,0.31472,243746.58833170275,774487.12611751
1725494400000,2024-09-05 00:00:00,ADA/UST,0.32328,0.33855,0.31997,0.3255,505351.2628798471,1552538.44202718
1725408000000,2024-09-04 00:00:00,ADA/UST,0.31906,0.32623,0.3057,0.32334,416148.47142687807,1287030.59141114
1725321600000,2024-09-03 00:00:00,ADA/UST,0.33575,0.33978,0.31731,0.31737,350635.8567209578,1104817.2691841
1725235200000,2024-09-02 00:00:00,ADA/UST,0.33215,0.33725,0.32537,0.3364,136557.00118175367,405936.38876859
1725148800000,2024-09-01 00:00:00,ADA/UST,0.34576,0.34581,0.32728,0.33257,247784.1187688322,745058.54036393
1725062400000,2024-08-31 00:00:00,ADA/UST,0.34671,0.35042,0.34457,0.34497,423000.84603353555,1226196.03453499
1724976000000,2024-08-30 00:00:00,ADA/UST,0.35808,0.36235,0.33792,0.34735,988913.2032575693,2847022.32116761
1724889600000,2024-08-29 00:00:00,ADA/UST,0.35038,0.36735,0.34907,0.35795,1098227.4404019702,3068102.92052513
1724803200000,2024-08-28 00:00:00,ADA/UST,0.35,0.36091,0.34087,0.35149,1222955.1339813701,3479345.45500973
1724716800000,2024-08-27 00:00:00,ADA/UST,0.36727,0.37227,0.34467,0.35036,387383.9319786223,1105673.96957022
1724630400000,2024-08-26 00:00:00,ADA/UST,0.38733,0.38733,0.3664,0.3667,292798.9007883522,798469.86852564
1724544000000,2024-08-25 00:00:00,ADA/UST,0.39311,0.39449,0.37899,0.38465,514626.7919724871,1337909.24729621
1724457600000,2024-08-24 00:00:00,ADA/UST,0.39102,0.4015,0.38832,0.39259,204804.78967034628,521676.02249254
1724371200000,2024-08-23 00:00:00,ADA/UST,0.37671,0.39285,0.3743,0.39031,509989.5493489083,1306626.91027365
1724284800000,2024-08-22 00:00:00,ADA/UST,0.36931,0.37669,0.36451,0.37604,195932.3178055614,521041.15999777
1724198400000,2024-08-21 00:00:00,ADA/UST,0.34347,0.37708,0.34263,0.36897,1665987.0511434125,4515237.14975042
1724112000000,2024-08-20 00:00:00,ADA/UST,0.33714,0.34834,0.33588,0.34348,583768.18098317,1699569.6430161
1724025600000,2024-08-19 00:00:00,ADA/UST,0.3342,0.33752,0.32872,0.33689,200408.1078922712,594876.9862337
1723939200000,2024-08-18 00:00:00,ADA/UST,0.33755,0.34,0.33307,0.33448,647070.7397226221,1934557.34191169
1723852800000,2024-08-17 00:00:00,ADA/UST,0.3297,0.33878,0.32809,0.33709,569348.7390551418,1689011.06249115
1723766400000,2024-08-16 00:00:00,ADA/UST,0.32412,0.34521,0.32068,0.33001,366646.45636160654,1111016.20060485
1723680000000,2024-08-15 00:00:00,ADA/UST,0.33563,0.34057,0.32082,0.32516,178873.71841585293,550109.84873863
1723593600000,2024-08-14 00:00:00,ADA/UST,0.33888,0.34525,0.33194,0.33504,111185.80806941111,331858.30966276
1723507200000,2024-08-13 00:00:00,ADA/UST,0.33897,0.34411,0.3312,0.33932,378377.04346678825,1115103.86498523
1723420800000,2024-08-12 00:00:00,ADA/UST,0.32782,0.34423,0.32724,0.33914,273130.8336421942,805363.07614022
1723334400000,2024-08-11 00:00:00,ADA/UST,0.34576,0.35642,0.32717,0.32933,75550.61006342275,229407.00836068
1723248000000,2024-08-10 00:00:00,ADA/UST,0.34852,0.35083,0.34462,0.34556,205145.69203909521,593661.56973925
1723161600000,2024-08-09 00:00:00,ADA/UST,0.3501,0.35351,0.33684,0.34851,397343.68494190054,1140121.33064159
1723075200000,2024-08-08 00:00:00,ADA/UST,0.32424,0.35345,0.31898,0.35135,335926.64165511937,956102.58048988
1722988800000,2024-08-07 00:00:00,ADA/UST,0.3307,0.34043,0.31696,0.32435,286371.5002875746,882908.89559912
1722902400000,2024-08-06 00:00:00,ADA/UST,0.31285,0.33693,0.31285,0.33057,293057.9228566219,886523.04460968
1722816000000,2024-08-05 00:00:00,ADA/UST,0.34431,0.3457,0.27649,0.31233,874429.1780251153,2799696.40452443
1722729600000,2024-08-04 00:00:00,ADA/UST,0.36454,0.36747,0.33403,0.34403,325113.0903139999,945013.77878092
1722643200000,2024-08-03 00:00:00,ADA/UST,0.36386,0.37285,0.34904,0.36422,417399.4506200537,1146009.14452818
1722556800000,2024-08-02 00:00:00,ADA/UST,0.39363,0.39506,0.35447,0.364,860081.3759745116,2362860.9230069
1722470400000,2024-08-01 00:00:00,ADA/UST,0.38805,0.39598,0.36889,0.39301,748207.8515786646,1903788.33001365
1722384000000,2024-07-31 00:00:00,ADA/UST,0.40123,0.40737,0.38788,0.38891,310242.75846747356,797723.78819643
1722297600000,2024-07-30 00:00:00,ADA/UST,0.4044,0.40715,0.39462,0.40124,152999.2322368665,381316.0009891
1722211200000,2024-07-29 00:00:00,ADA/UST,0.40738,0.42717,0.40349,0.40364,573709.0726868999,1421338.50135492
1722124800000,2024-07-28 00:00:00,ADA/UST,0.41614,0.42058,0.40449,0.40748,598784.4871178105,1469481.90614953
1722038400000,2024-07-27 00:00:00,ADA/UST,0.41683,0.42929,0.41393,0.41858,682283.3350460918,1629995.06676404
1721952000000,2024-07-26 00:00:00,ADA/UST,0.39456,0.41898,0.39456,0.41757,119987.56776474012,287347.19391896
1721865600000,2024-07-25 00:00:00,ADA/UST,0.40622,0.40751,0.3821,0.39489,143758.62467616587,364047.26550727
1721779200000,2024-07-24 00:00:00,ADA/UST,0.4097,0.42098,0.40431,0.40695,204203.08485686017,501789.12607657
1721692800000,2024-07-23 00:00:00,ADA/UST,0.4268,0.4295,0.40381,0.41053,221477.61534814612,539491.91374113
1721606400000,2024-07-22 00:00:00,ADA/UST,0.44769,0.45,0.42438,0.42598,530622.165422805,1245650.41885254
1721520000000,2024-07-21 00:00:00,ADA/UST,0.4377,0.44796,0.4179,0.44686,302926.61496840016,677900.49449134
1721433600000,2024-07-20 00:00:00,ADA/UST,0.4388,0.44151,0.42753,0.43758,50956.23671191723,116450.10446528
1721347200000,2024-07-19 00:00:00,ADA/UST,0.4223,0.44138,0.41571,0.43884,251660.40272005653,573467.32914059
1721260800000,2024-07-18 00:00:00,ADA/UST,0.43589,0.44917,0.4206,0.42351,421742.35485251027,995826.20210269
1721174400000,2024-07-17 00:00:00,ADA/UST,0.43866,0.45523,0.43519,0.43577,364197.7115539168,835756.73303329
