Ticker,Date,Timeframe,Live_Price,Last_Candle_Close,Confidence,Signal,SL,TP,EMA_20,MACD,RSI_14,ATR,Vol_Ratio
ADA-USD,2023-11-23,1d,0.3866750001907348,0.3866750001907348,0.2417,Hold,0.38280825,0.39054175,0.386675,0.0,100.0,0.0,1.0
ADA-USD,2023-11-24,1d,0.3862130045890808,0.3862130045890808,0.4534,Hold,0.38235087,0.39007513,0.386631,-3.685e-05,0.0,0.0,1.1842
ADA-USD,2023-11-25,1d,0.3948110044002533,0.3948110044002533,0.2577,Hold,0.39086289,0.39875911,0.38741005,0.00062057,95.2476,0.0,0.7996
ADA-USD,2023-11-26,1d,0.3881849944591522,0.3881849944591522,0.4236,Buy,0.38042129,0.39983054,0.38748385,0.00060001,53.1966,0.0,0.9
ADA-USD,2023-11-27,1d,0.3783589899539947,0.3783589899539947,0.3542,Sell,0.38592617,0.36700822,0.38661482,-0.00020678,31.199,0.0,0.9814
ADA-USD,2023-11-28,1d,0.3856239914894104,0.3856239914894104,0.4367,Sell,0.39333647,0.37405527,0.38652045,-0.00025699,48.241,0.0,1.0463
ADA-USD,2023-11-29,1d,0.3817760050296783,0.3817760050296783,0.4042,Sell,0.38941153,0.37032272,0.3860686,-0.00060035,42.2689,0.0,0.9838
ADA-USD,2023-11-30,1d,0.3758949935436249,0.3758949935436249,0.3718,Sell,0.38341289,0.36461814,0.38509969,-0.00133167,35.1141,0.0,1.0197
ADA-USD,2023-12-01,1d,0.3842020034790039,0.3842020034790039,0.432,Sell,0.39188604,0.37267594,0.38501419,-0.00122679,48.4003,0.0,0.9556
ADA-USD,2023-12-02,1d,0.3977980017662048,0.3977980017662048,0.4079,Hold,0.39382002,0.40177598,0.3862317,-4.606e-05,62.0845,0.0,0.9835
ADA-USD,2023-12-03,1d,0.3951550126075744,0.3951550126075744,0.4281,Buy,0.38725191,0.40700966,0.38708154,0.0006687,58.8189,0.0,1.1553
ADA-USD,2023-12-04,1d,0.406810998916626,0.406810998916626,0.4603,Buy,0.39867478,0.41901533,0.38896053,0.0021509,67.0502,0.0,1.9243
ADA-USD,2023-12-05,1d,0.4256579875946045,0.4256579875946045,0.43,Hold,0.42140141,0.42991457,0.39245553,0.00479112,75.5575,0.0,1.6632
ADA-USD,2023-12-06,1d,0.4424059987068176,0.4424059987068176,0.4746,Hold,0.42632451,0.45848749,0.39721272,0.00814109,80.4002,0.01608149,2.3863
ADA-USD,2023-12-07,1d,0.4564320147037506,0.4564320147037506,0.4208,Hold,0.43974327,0.47312076,0.40285265,0.01179182,83.3716,0.01668874,1.5969
ADA-USD,2023-12-08,1d,0.5459210276603699,0.5459210276603699,0.5455,Hold,0.52235069,0.56949136,0.41647821,0.02165642,91.8554,0.02357034,3.7625
ADA-USD,2023-12-09,1d,0.5785999894142151,0.5785999894142151,0.5505,Hold,0.54977317,0.60742681,0.43191838,0.03174517,93.2165,0.02882682,4.5627
ADA-USD,2023-12-10,1d,0.5941550135612488,0.5941550135612488,0.4796,Hold,0.56446233,0.6238477,0.44736949,0.04052855,93.7518,0.02969269,1.9559
ADA-USD,2023-12-11,1d,0.5510209798812866,0.5510209798812866,0.5253,Hold,0.51823834,0.58380362,0.45724106,0.04350736,75.8734,0.03278264,2.0734
ADA-USD,2023-12-12,1d,0.5764070153236389,0.5764070153236389,0.5091,Hold,0.54215292,0.61066111,0.4685902,0.04737047,78.4751,0.03425409,1.8415
ADA-USD,2023-12-13,1d,0.6652439832687378,0.6652439832687378,0.5585,Hold,0.62444268,0.70604528,0.48731913,0.056944,84.6948,0.0408013,2.4168
ADA-USD,2023-12-14,1d,0.6434779763221741,0.6434779763221741,0.5208,Hold,0.60180691,0.68514904,0.5021914,0.06205938,78.6949,0.04167106,1.7418
ADA-USD,2023-12-15,1d,0.6014080047607422,0.6014080047607422,0.4815,Buy,0.51677603,0.72835597,0.5116406,0.06200391,68.5819,0.04231599,1.0592
ADA-USD,2023-12-16,1d,0.60760897397995,0.60760897397995,0.4539,Buy,0.52418786,0.73274065,0.52078045,0.06174852,69.21,0.04171056,0.7413
ADA-USD,2023-12-17,1d,0.5803139805793762,0.5803139805793762,0.4429,Buy,0.49741694,0.70465954,0.52645031,0.05866736,63.2191,0.04144852,0.6516
ADA-USD,2023-12-18,1d,0.6010329723358154,0.6010329723358154,0.4548,Buy,0.51629559,0.72813905,0.53355342,0.05723758,65.6497,0.04236869,0.8274
ADA-USD,2023-12-19,1d,0.5766000151634216,0.5766000151634216,0.4422,Buy,0.49105672,0.70491496,0.53765309,0.05351602,60.5667,0.04277165,0.733
ADA-USD,2023-12-20,1d,0.5893290042877197,0.5893290042877197,0.4405,Buy,0.50447994,0.7166026,0.54257461,0.05100583,62.2084,0.04242453,0.7266
ADA-USD,2023-12-21,1d,0.6365990042686462,0.6365990042686462,0.4579,Buy,0.54992345,0.76661234,0.55152931,0.05222871,67.6024,0.04333778,0.8579
ADA-USD,2023-12-22,1d,0.6242160201072693,0.6242160201072693,0.4509,Buy,0.53787544,0.7537269,0.55845186,0.05160379,64.9857,0.04317029,0.8376
ADA-USD,2023-12-23,1d,0.6145480275154114,0.6145480275154114,0.4234,Buy,0.53087134,0.74006306,0.56379435,0.04975487,62.9373,0.04183834,0.5069
ADA-USD,2023-12-24,1d,0.5939549803733826,0.5939549803733826,0.4381,Buy,0.51125791,0.71800058,0.56666679,0.04609653,58.6936,0.04134853,0.8003
ADA-USD,2023-12-25,1d,0.6257209777832031,0.6257209777832031,0.4315,Buy,0.54296456,0.7498556,0.572291,0.04523904,62.8544,0.04137821,0.6309
ADA-USD,2023-12-26,1d,0.6087989807128906,0.6087989807128906,0.4412,Buy,0.52544902,0.73382392,0.57576795,0.04270176,59.4206,0.04167498,0.8475
ADA-USD,2023-12-27,1d,0.6335350275039673,0.6335350275039673,0.4429,Buy,0.54814692,0.76161718,0.58126958,0.04220048,62.6341,0.04269405,0.8355
ADA-USD,2023-12-28,1d,0.6174219846725464,0.6174219846725464,0.4653,Buy,0.5290646,0.74995806,0.58471266,0.04004145,59.3378,0.04417869,1.2356
ADA-USD,2023-12-29,1d,0.608493983745575,0.608493983745575,0.4328,Buy,0.52226141,0.73784285,0.58697755,0.03718139,57.5311,0.04311629,0.8019
ADA-USD,2023-12-30,1d,0.601963996887207,0.601963996887207,0.4067,Buy,0.5193796,0.72584059,0.58840483,0.03399597,56.1837,0.0412922,0.453
ADA-USD,2023-12-31,1d,0.5942050218582153,0.5942050218582153,0.4076,Buy,0.51453637,0.713708,0.58895723,0.0304939,54.5489,0.03983433,0.4989
ADA-USD,2024-01-01,1d,0.6231099963188171,0.6231099963188171,0.4105,Buy,0.54469296,0.74073556,0.59220987,0.02970841,59.3,0.03920852,0.5044
ADA-USD,2024-01-02,1d,0.605666995048523,0.605666995048523,0.4305,Buy,0.52811746,0.7219913,0.5934915,0.02736298,55.5278,0.03877477,0.833
ADA-USD,2024-01-03,1d,0.5572860240936279,0.5572860240936279,0.4473,Hold,0.51465066,0.59992138,0.59004336,0.02135412,46.6615,0.04263536,1.5738
ADA-USD,2024-01-04,1d,0.5705670118331909,0.5705670118331909,0.4194,Hold,0.52919753,0.61193649,0.58818847,0.01746242,49.0658,0.04136948,0.8421
ADA-USD,2024-01-05,1d,0.5412420034408569,0.5412420034408569,0.3801,Hold,0.49953913,0.58294488,0.58371738,0.01187504,44.3158,0.04170287,0.8998
ADA-USD,2024-01-06,1d,0.5231029987335205,0.5231029987335205,0.3395,Hold,0.48204483,0.56416117,0.57794458,0.00591516,41.6311,0.04105817,0.6553
ADA-USD,2024-01-07,1d,0.4941740036010742,0.4941740036010742,0.2996,Sell,0.57602489,0.37139767,0.56996643,-0.0011294,37.7077,0.04092544,0.5928
ADA-USD,2024-01-08,1d,0.5409359931945801,0.5409359931945801,0.4107,Sell,0.6276141,0.41091883,0.56720163,-0.00290548,46.4869,0.04333906,1.0884
ADA-USD,2024-01-09,1d,0.5115270018577576,0.5115270018577576,0.3659,Sell,0.59824054,0.3814567,0.56189928,-0.00660989,42.4362,0.04335677,0.9577
ADA-USD,2024-01-10,1d,0.5666469931602478,0.5666469931602478,0.4722,Hold,0.519757,0.61353699,0.56235145,-0.00503985,51.0461,0.04689,1.4277
ADA-USD,2024-01-11,1d,0.5821790099143982,0.5821790099143982,0.4885,Hold,0.53483294,0.62952508,0.56423979,-0.0025133,53.1716,0.04734607,1.627
ADA-USD,2024-01-12,1d,0.5473330020904541,0.5473330020904541,0.4181,Sell,0.64263241,0.40438388,0.56262962,-0.00328491,48.1234,0.04764971,0.9504
ADA-USD,2024-01-13,1d,0.5493360161781311,0.5493360161781311,0.3948,Sell,0.64010161,0.41318762,0.56136356,-0.00369223,48.4265,0.0453828,0.5349
ADA-USD,2024-01-14,1d,0.5259810090065002,0.5259810090065002,0.3622,Sell,0.61363263,0.39450358,0.55799379,-0.00583235,45.1163,0.04382581,0.5068
ADA-USD,2024-01-15,1d,0.5281609892845154,0.5281609892845154,0.3686,Sell,0.61179135,0.40271545,0.55515257,-0.00726872,45.4909,0.04181518,0.5029
ADA-USD,2024-01-16,1d,0.5356760025024414,0.5356760025024414,0.383,Sell,0.61597677,0.41522485,0.55329766,-0.00771176,46.8377,0.04015038,0.5053
ADA-USD,2024-01-17,1d,0.5270289778709412,0.5270289778709412,0.3725,Sell,0.60373326,0.41197255,0.55079588,-0.00866077,45.4463,0.03835214,0.5126
ADA-USD,2024-01-18,1d,0.5018740296363831,0.5018740296363831,0.3502,Sell,0.57735515,0.38865235,0.54613666,-0.01131227,41.5767,0.03774056,0.6754
ADA-USD,2024-01-19,1d,0.503150999546051,0.503150999546051,0.3627,Sell,0.5773879,0.39179565,0.54204279,-0.01315887,41.8474,0.03711845,0.7636
ADA-USD,2024-01-20,1d,0.5150049924850464,0.5150049924850464,0.3754,Sell,0.58639482,0.40792025,0.53946776,-0.01351006,44.4217,0.03569491,0.5978
ADA-USD,2024-01-21,1d,0.5031049847602844,0.5031049847602844,0.3482,Sell,0.57174726,0.40014158,0.53600464,-0.01458054,42.3929,0.03432114,0.4233
ADA-USD,2024-01-22,1d,0.4785020053386688,0.4785020053386688,0.342,Sell,0.54610397,0.37709906,0.5305282,-0.0172157,38.4798,0.03380098,0.8124
ADA-USD,2024-01-23,1d,0.4767490029335022,0.4767490029335022,0.3599,Sell,0.54461354,0.3749522,0.52540637,-0.01922394,38.2092,0.03393227,1.0404
ADA-USD,2024-01-24,1d,0.4762960076332092,0.4762960076332092,0.3458,Sell,0.54133794,0.37873311,0.52072919,-0.02061441,38.1346,0.03252097,0.769
ADA-USD,2024-01-25,1d,0.4664790034294128,0.4664790034294128,0.3302,Sell,0.5301838,0.37092182,0.51556251,-0.022252,36.4719,0.0318524,0.6912
ADA-USD,2024-01-26,1d,0.4852940142154693,0.4852940142154693,0.3748,Sell,0.54811418,0.39106377,0.51267979,-0.02178052,41.7169,0.03141008,0.7421
ADA-USD,2024-01-27,1d,0.4863210022449493,0.4863210022449493,0.3628,Sell,0.54645773,0.39611591,0.51016943,-0.021081,41.9984,0.03006836,0.4997
ADA-USD,2024-01-28,1d,0.4897190034389496,0.4897190034389496,0.3879,Sell,0.54761768,0.40287099,0.50822177,-0.02002163,42.9796,0.02894934,0.747
ADA-USD,2024-01-29,1d,0.5252749919891357,0.5252749919891357,0.4564,Hold,0.49541246,0.55513752,0.50984589,-0.0161271,52.1097,0.02986253,0.9943
ADA-USD,2024-01-30,1d,0.5141649842262268,0.5141649842262268,0.4608,Hold,0.48489378,0.54343619,0.51025723,-0.01377831,49.4456,0.02927121,1.1589
ADA-USD,2024-01-31,1d,0.4982559978961944,0.4982559978961944,0.4338,Sell,0.55601938,0.41161093,0.50911426,-0.01305017,45.8321,0.02888169,1.2023
ADA-USD,2024-02-01,1d,0.5070229768753052,0.5070229768753052,0.4377,Sell,0.56354569,0.42223891,0.50891509,-0.0116316,48.0837,0.02826136,0.9986
ADA-USD,2024-02-02,1d,0.5139579772949219,0.5139579772949219,0.4576,Hold,0.48637701,0.54153895,0.50939536,-0.00983442,49.8592,0.02758097,1.1057
ADA-USD,2024-02-03,1d,0.5128610134124756,0.5128610134124756,0.4302,Hold,0.48640947,0.53931256,0.50972542,-0.00840181,49.5704,0.02645154,0.7432
ADA-USD,2024-02-04,1d,0.4942559897899627,0.4942559897899627,0.3875,Sell,0.54604114,0.41657826,0.50825214,-0.0086678,44.828,0.02589258,0.6484
ADA-USD,2024-02-05,1d,0.4933399856090545,0.4933399856090545,0.3942,Sell,0.54375263,0.41772103,0.50683194,-0.00885049,44.6018,0.02520632,0.754
ADA-USD,2024-02-06,1d,0.4984630048274994,0.4984630048274994,0.4063,Sell,0.54717989,0.42538768,0.5060349,-0.0084841,46.2361,0.02435844,0.7497
ADA-USD,2024-02-07,1d,0.5017729997634888,0.5017729997634888,0.4527,Sell,0.55083853,0.4281747,0.505629,-0.0078363,47.3175,0.02453277,1.3276
ADA-USD,2024-02-08,1d,0.5292689800262451,0.5292689800262451,0.4961,Hold,0.50412741,0.55441055,0.50788043,-0.00504606,55.3515,0.02514157,1.7717
ADA-USD,2024-02-09,1d,0.5407919883728027,0.5407919883728027,0.4623,Hold,0.51609396,0.56549002,0.51101486,-0.00188325,58.2266,0.02469803,1.3356
ADA-USD,2024-02-10,1d,0.5514119863510132,0.5514119863510132,0.4352,Buy,0.50185079,0.62575379,0.51486221,0.00146338,60.736,0.0247806,0.9864
ADA-USD,2024-02-11,1d,0.5414100289344788,0.5414100289344788,0.4579,Buy,0.49150477,0.61626792,0.51739057,0.00327082,57.248,0.02495263,1.2926
ADA-USD,2024-02-12,1d,0.560030996799469,0.560030996799469,0.4497,Buy,0.50902411,0.63654132,0.52145156,0.00613507,61.6623,0.02550344,1.2055
ADA-USD,2024-02-13,1d,0.5449960231781006,0.5449960231781006,0.449,Buy,0.49361091,0.62207369,0.52369389,0.00710985,56.5822,0.02569256,1.1369
ADA-USD,2024-02-14,1d,0.5773019790649414,0.5773019790649414,0.4642,Buy,0.52388509,0.65742732,0.52879943,0.01036966,63.5341,0.02670845,1.3781
ADA-USD,2024-02-15,1d,0.6083629727363586,0.6083629727363586,0.4918,Buy,0.55343771,0.69075087,0.53637691,0.01528327,68.72,0.02746263,1.7778
ADA-USD,2024-02-16,1d,0.5988720059394836,0.5988720059394836,0.4539,Buy,0.54411655,0.68100519,0.54232882,0.01820168,65.6479,0.02737773,1.2128
ADA-USD,2024-02-17,1d,0.6083459854125977,0.6083459854125977,0.4376,Buy,0.55194221,0.69295165,0.54861617,0.02103652,67.2231,0.02820189,1.0141
ADA-USD,2024-02-18,1d,0.6187340021133423,0.6187340021133423,0.4633,Buy,0.56219635,0.70354049,0.55529406,0.02384648,68.9066,0.02826883,1.4478
ADA-USD,2024-02-19,1d,0.6310629844665527,0.6310629844665527,0.4505,Hold,0.60345429,0.65867168,0.56251015,0.02675978,70.8221,0.0276087,1.3044
ADA-USD,2024-02-20,1d,0.6221650242805481,0.6221650242805481,0.4748,Buy,0.56537888,0.70734424,0.56819156,0.02802751,67.586,0.02839307,1.6551
ADA-USD,2024-02-21,1d,0.5984579920768738,0.5984579920768738,0.446,Buy,0.53925786,0.6872582,0.57107408,0.02681019,59.752,0.02960007,1.1068
ADA-USD,2024-02-22,1d,0.5859019756317139,0.5859019756317139,0.44,Buy,0.52740642,0.6736453,0.57248626,0.0245493,56.0466,0.02924778,0.9959
ADA-USD,2024-02-23,1d,0.5832419991493225,0.5832419991493225,0.4315,Buy,0.52556427,0.6697586,0.57351062,0.02228599,55.2647,0.02883887,0.8864
ADA-USD,2024-02-24,1d,0.5966960191726685,0.5966960191726685,0.4186,Buy,0.53917598,0.68297607,0.57571875,0.02133202,58.4241,0.02876002,0.7388
ADA-USD,2024-02-25,1d,0.5913789868354797,0.5913789868354797,0.4123,Buy,0.53534338,0.6754324,0.5772102,0.01991736,56.7193,0.0280178,0.6428
ADA-USD,2024-02-26,1d,0.6197360157966614,0.6197360157966614,0.4378,Buy,0.56106838,0.70773747,0.58126028,0.02084413,62.9317,0.02933382,1.0769
ADA-USD,2024-02-27,1d,0.6242160201072693,0.6242160201072693,0.4521,Buy,0.56719807,0.70974294,0.5853513,0.02169007,63.8154,0.02850897,1.3383
ADA-USD,2024-02-28,1d,0.6310589909553528,0.6310589909553528,0.4966,Buy,0.57026076,0.72225634,0.58970442,0.02265154,65.1808,0.03039912,2.0562
ADA-USD,2024-02-29,1d,0.655646026134491,0.655646026134491,0.528,Buy,0.58782481,0.75737785,0.59598457,0.02510806,69.617,0.03391061,2.5631
ADA-USD,2024-03-01,1d,0.7190809845924377,0.7190809845924377,0.4569,Hold,0.68298628,0.75517569,0.60770804,0.03180688,77.5605,0.03609471,1.4031
ADA-USD,2024-03-02,1d,0.7409279942512512,0.7409279942512512,0.4797,Hold,0.70438112,0.77747487,0.62039565,0.03843556,79.5441,0.03654687,1.7719
ADA-USD,2024-03-03,1d,0.7282379865646362,0.7282379865646362,0.4474,Hold,0.69146532,0.76501066,0.63066635,0.04217864,75.3761,0.03677267,1.2541
ADA-USD,2024-03-04,1d,0.7712939977645874,0.7712939977645874,0.5059,Hold,0.73210167,0.81048633,0.64405946,0.04806526,79.333,0.03919233,2.094
ADA-USD,2024-03-05,1d,0.6934900283813477,0.6934900283813477,0.5516,Buy,0.59429184,0.84228731,0.64876713,0.04592295,60.4343,0.04959909,2.4909
ADA-USD,2024-03-06,1d,0.7338209748268127,0.7338209748268127,0.4819,Buy,0.6293718,0.89049473,0.6568675,0.04693844,65.0783,0.05222459,1.3826
ADA-USD,2024-03-07,1d,0.7447419762611389,0.7447419762611389,0.4559,Buy,0.64300274,0.89735083,0.6652365,0.04807033,66.2341,0.05086962,1.0428
ADA-USD,2024-03-08,1d,0.7248539924621582,0.7248539924621582,0.4506,Buy,0.62319771,0.87733842,0.67091435,0.04682283,62.1972,0.05082814,1.0019
ADA-USD,2024-03-09,1d,0.7437130212783813,0.7437130212783813,0.4265,Buy,0.6460689,0.8901792,0.67784756,0.04681627,64.4122,0.04882206,0.6563
ADA-USD,2024-03-10,1d,0.7172269821166992,0.7172269821166992,0.4275,Buy,0.62099673,0.86157236,0.68159798,0.04416477,59.1686,0.04811513,0.6982
ADA-USD,2024-03-11,1d,0.7741900086402893,0.7741900086402893,0.4826,Buy,0.67184748,0.9277038,0.69041627,0.04612814,65.646,0.05117126,1.4143
ADA-USD,2024-03-12,1d,0.7480549812316895,0.7480549812316895,0.4538,Buy,0.64469335,0.90309743,0.69590567,0.04505586,60.8745,0.05168082,1.0281
ADA-USD,2024-03-13,1d,0.7645800113677979,0.7645800113677979,0.4399,Buy,0.66382592,0.91571115,0.70244608,0.04502055,62.7196,0.05037705,0.8356
ADA-USD,2024-03-14,1d,0.7504739761352539,0.7504739761352539,0.4839,Buy,0.64439389,0.9095941,0.70702017,0.04335455,60.1135,0.05304004,1.5444
ADA-USD,2024-03-15,1d,0.7264410257339478,0.7264410257339478,0.4646,Buy,0.61606537,0.8920045,0.70886977,0.03963806,55.8552,0.05518783,1.2952
ADA-USD,2024-03-16,1d,0.6595349907875061,0.6595349907875061,0.3948,Hold,0.60265251,0.71641747,0.70417122,0.03093733,46.0707,0.05688248,0.8508
ADA-USD,2024-03-17,1d,0.681098997592926,0.681098997592926,0.4125,Hold,0.62449326,0.73770473,0.70197387,0.02548816,49.1618,0.05660574,0.7054
ADA-USD,2024-03-18,1d,0.6612579822540283,0.6612579822540283,0.3878,Hold,0.60504615,0.71746981,0.69809617,0.01934564,46.5198,0.05621183,0.7038
ADA-USD,2024-03-19,1d,0.5869140028953552,0.5869140028953552,0.326,Hold,0.52873352,0.64509449,0.68750739,0.00838209,38.2293,0.05818048,1.0018
ADA-USD,2024-03-20,1d,0.6394810080528259,0.6394810080528259,0.3846,Hold,0.58040877,0.69855324,0.68293345,0.00389027,45.6102,0.05907224,0.88
ADA-USD,2024-03-21,1d,0.6318680047988892,0.6318680047988892,0.3591,Sell,0.74535844,0.46163236,0.67807007,-0.00028059,44.7758,0.05674522,0.602
